date,slot,timestamp,open,high,low,close,volume
2025-08-20,70,2025-08-20 17:44:56+05:30,98664.0,98700.0,98650.0,98700.0,113
2025-08-20,71,2025-08-20 17:59:54+05:30,98700.0,98774.0,98700.0,98736.0,394
2025-08-20,72,2025-08-20 18:14:59+05:30,98740.0,98850.0,98740.0,98795.0,485
2025-08-20,73,2025-08-20 18:29:59+05:30,98788.0,98925.0,98777.0,98905.0,419
2025-08-20,74,2025-08-20 18:44:59+05:30,98915.0,98915.0,98835.0,98875.0,305
2025-08-20,75,2025-08-20 18:49:34+05:30,98878.0,98897.0,98842.0,98843.0,61
